belongs_to_collection,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
"{'id': 263, 'name': 'The Dark Knight Collection'}",250000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",49026,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",20.58258,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Syncopy', 'id': 9996}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-07-16,1084939099.0,165.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Legend Ends,The Dark Knight Rises,7.6,9263.0
"{'id': 10522, 'name': 'Starship Troopers Collection'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",114478,en,Starship Troopers: Invasion,"A distant Federation outpost Fort Casey comes under attack by bugs. The team on the fast attack ship Alesia is assigned to help the Starship John A. Warden stationed in Fort Casey evacuate along with the survivors and bring military intelligence safely back to Earth. Carl Jenkins, now ministry of Paranormal Warfare, takes the starship on a clandestine mission before its rendezvous with the Alesia and goes missing in the nebula. Now, the battle-hardened troopers are charged with a rescue mission that may lead to a much more sinister consequence than they ever could have imagined....",13.357011,"[{'name': 'Sola Digital Arts', 'id': 23333}, {'name': 'Stage 6 Films', 'id': 29097}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-07-21,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everyone Fights. No One Quits.,Starship Troopers: Invasion,5.6,139.0
"{'id': 86092, 'name': 'Step Up Collection'}",33000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",85446,en,Step Up Revolution,"Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",7.859968,"[{'name': 'Summit Entertainment', 'id': 491}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-07-26,140470746.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One Step Can Change Your World,Step Up Revolution,6.7,679.0
"{'id': 145784, 'name': 'The Philadelphia Experiment - Collezione'}",0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",122293,en,The Philadelphia Experiment,"In 'The Philadelphia Experiment', a secret government research project tries reviving the World War II ""Philadelphia Experiment,"" which was an attempt to create a cloaking device to render warships invisible. When the experiment succeeds, it brings back the original ship (the Eldridge) that disappeared during the first test in 1943 - which brings death and destruction to the 21st century. It's up to the sole survivor (Lea) of the first experiment and his granddaughter (Ullerup) to stop it.",3.765759,"[{'name': 'Syfy', 'id': 6677}, {'name': 'Rainbow Pictures', 'id': 10186}, {'name': 'Cinetel Films', 'id': 10399}, {'name': 'Movie Central', 'id': 11575}, {'name': 'Reel One Entertainment', 'id': 15645}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-07-27,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Past and Present Collide,The Philadelphia Experiment,4.4,42.0
"{'id': 207621, 'name': 'V/H/S Collection'}",0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",84348,en,V/H/S,"When a group of misfits is hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for.",7.820787,"[{'name': 'The Collective', 'id': 15156}, {'name': 'Bloody Disgusting', 'id': 15157}, {'name': '8383 Productions', 'id': 15158}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-07-28,100345.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This collection is killer.,V/H/S,5.8,385.0
"{'id': 23616, 'name': 'Naruto Collection'}",0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",118406,ja,Road to Ninja: Naruto the Movie,"Sixteen years ago, a mysterious masked ninja unleashes a powerful creature known as the Nine-Tailed Demon Fox on the Hidden Leaf Village Konoha, killing many people. In response, the Fourth Hokage Minato Namikaze and his wife Kushina Uzumaki, the Demon Fox's living prison or Jinchūriki, manage to seal the creature inside their newborn son Naruto Uzumaki. With the Tailed Beast sealed, things continued as normal. However, in the present day, peace ended when a group of ninja called the Akatsuki attack Konoha under the guidance of Tobi, the mysterious masked man behind Fox's rampage years ago who intends on executing his plan to rule the world by shrouding it in illusions.",5.525454,"[{'name': 'Dentsu Inc.', 'id': 1778}, {'name': 'Aniplex', 'id': 2883}, {'name': 'Shueisha', 'id': 2918}, {'name': 'TV Tokyo', 'id': 3034}, {'name': 'Toho', 'id': 5897}, {'name': 'Studio Pierrot Co. Ltd.', 'id': 6450}, {'name': 'Bandai', 'id': 6451}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-07-28,17322136.0,109.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Naruto Shippuden the Movie: Road to Ninja,7.4,81.0
"{'id': 86110, 'name': 'Diary of a Wimpy Kid Collection'}",22000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",82650,en,Diary of a Wimpy Kid: Dog Days,"School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer?",10.225555,"[{'name': 'Fox 2000 Pictures', 'id': 711}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-02,77112176.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,School's Out for the summer,Diary of a Wimpy Kid: Dog Days,6.0,229.0
"{'id': 126125, 'name': 'The Expendables Collection'}",100000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",76163,en,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",14.881566,"[{'name': 'Nu Image Films', 'id': 925}, {'name': 'Millennium Films', 'id': 10254}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-08,312573423.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Back for War.,The Expendables 2,6.1,2940.0
"{'id': 106498, 'name': 'Dungeons & Dragons Collection'}",12000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",135858,en,Dungeons & Dragons: The Book of Vile Darkness,"A noble warrior must battle dragons and demons while upholding his moral code as he covertly joins a group of villains to rescue his kidnapped father from Shathrax, the Mind Flayer, who threatens to destroy the world.",4.422468,"[{'name': 'Zinc Entertainment Inc.', 'id': 8935}, {'name': 'Bomar OOD', 'id': 28176}]","[{'iso_3166_1': 'BG', 'name': 'Bulgaria'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-08,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Dungeons & Dragons: The Book of Vile Darkness,4.2,17.0
"{'id': 31562, 'name': 'The Bourne Collection'}",130000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",49040,en,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",14.89499,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Dentsu', 'id': 6452}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Captivate Entertainment', 'id': 25716}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-08,276572938.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,There Was Never Just One,The Bourne Legacy,6.0,2683.0
"{'id': 166844, 'name': ""Sammy's Adventure Collection""}",0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",113594,en,A Turtle’s Tale 2: Sammy’s Escape From Paradise,"Sammy and Ray, leatherback turtles and friends forever, are enjoying an atoll's water and sand, shepherding new hatchlings Ricky and Ella out to sea. Suddenly, a poacher swoops in and ships them off to be part of a spectacular aquarium show for tourists in Dubai. The kingpin of the place, Big D the seahorse, enlists them in his plans for a great escape. But with their new friends Jimbo the bug-eyed blob fish and Lulu the snippy lobster, Annabel the sweet Octopus, and a whole family of penguins, Sammy and Ray hatch breakout plans of their own. That is when little Ricky and Ella arrive, determined to break in to rescue them. After a series of thrilling adventures and narrow escapes, our heroes head south to meet up with Shelly, Sammy's first and only love.",5.107345,"[{'name': 'Studio Canal', 'id': 5870}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'uFilm', 'id': 8676}, {'name': 'nWave Pictures', 'id': 10159}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-15,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Turtle’s Tale 2: Sammy’s Escape From Paradise,5.5,58.0
"{'id': 309259, 'name': 'Naked Collection'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",127329,cn,Jue se wu qi,"A gorgeous lethal killer, brainwashed by the villain, makes a startling discovery in a mission to eliminate a person she can in no way imagine.",1.170411,"[{'name': 'Mega-Vision Pictures (MVP)', 'id': 17820}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",2012-08-15,0.0,94.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Extremely Dangerous!,Naked Soldier,4.6,7.0
"{'id': 154002, 'name': 'Easy Money Collection'}",0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",92647,sv,Snabba Cash II,"JW is serving hard time in prison and struggling to get back on an honest path. There are glimmers of hope in his life - some venture capitalists are interested in a new piece of trading software he's developed, and while behind bars he's made peace with an old enemy. This all proves to be an illusion. On leave from prison, and back in contact with his former gang, JW learns that once you've walked in the shoes of a criminal there just may be no going back.",2.626464,"[{'name': 'Nordisk Film', 'id': 235}, {'name': 'The Movie Network (TMN)', 'id': 3388}, {'name': 'Film i Väst', 'id': 6417}, {'name': 'Sveriges Television', 'id': 7971}, {'name': 'ZDF/Arte', 'id': 11237}, {'name': 'Tre Vänner Produktion AB', 'id': 11792}, {'name': 'Hobohm Brothers', 'id': 50803}, {'name': 'Nordsvensk Filmunderhallning', 'id': 50804}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2012-08-16,0.0,99.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'hr', 'name': 'Hrvatski'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'iso_639_1': 'sr', 'name': 'Srpski'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Easy Money II,5.9,22.0
"{'id': 306063, 'name': 'Saints and Soldiers Collection'}",0.0,"[{'id': 18, 'name': 'Drama'}]",133558,en,Saints and Soldiers: Airborne Creed,A group of American GIs work their way through war-torn France during the final days of the Second World War.,5.112102,"[{'name': 'Koan Films', 'id': 10890}, {'name': 'Go Films', 'id': 13313}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-17,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Saints and Soldiers: Airborne Creed,5.2,26.0
"{'id': 315595, 'name': 'Tinker Bell Collection'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",75258,en,Secret of the Wings,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,9.32058,"[{'name': 'DisneyToon Studios', 'id': 5391}, {'name': 'Walt Disney Animation Studios', 'id': 6125}, {'name': 'Prana Animation Studios', 'id': 22135}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-08-17,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two Worlds. One Magical Secret.,Secret of the Wings,6.5,303.0
"{'id': 160792, 'name': 'Prudence et Bélisaire Beresford Collection'}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",125395,fr,Associés contre le crime... 'L'œuf d'Ambroise',"Prudence and Bélisaire Beresford have decided to take things easy. But when a rich Russian heiress disappears, Prudence can't resist and Bélisaire is forced onto the adventure. Their investigation will put them on the trail of a mysterious scientist who holds the secret to eternal youth...",1.472975,"[{'name': 'Les Films Français', 'id': 16782}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2012-08-20,0.0,104.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Partners in Crime,5.5,10.0
"{'id': 264339, 'name': 'The Hamiltons Collection'}",3000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",128841,en,The Thompsons,"On the run with the law on their trail, America's most anguished vampire family heads to England to find an ancient vampire clan. What they find instead could tear their family, and their throats, apart forever.",3.13727,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2012-08-21,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You never really know who your neighbors are...,The Thompsons,4.4,22.0
"{'id': 247028, 'name': 'Rurouni Kenshin Live-Action Collection'}",0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",127533,ja,るろうに剣心,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid &amp; protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past ...",7.916658,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Studio Swan', 'id': 10765}, {'name': 'RoC Works Co.', 'id': 10766}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-08-25,61700000.0,134.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,The Journey Begins,Rurouni Kenshin,7.2,174.0
